ProbeID,Accession,Region,Other1,UniGeneID,GeneDescription,SYMBOL,GENENAME
Hsa.17091,T89175,3' UTR,2a,110022,G1/S-SPECIFIC CYCLIN D1 (Homo sapiens),NA,NA
Hsa.2547,T62904,3' UTR,1,86074,3-KETOACYL-COA THIOLASE PEROXISOMAL PRECURSOR (HUMAN);.,NA,NA
Hsa.904,R42798,3' UTR,1,32327,A34421 MALE-ENHANCED ANTIGEN - ;.,NA,NA
Hsa.2035,X01410,gene,1,NA,H.sapiens mRNA fragment for T-cell receptor beta chain D-J-C (JUR-beta 2).,NA,NA
Hsa.35968,H27277,3' UTR,2a,158402,HOMEOBOX PROTEIN HOX-A4 (Homo sapiens),NA,NA
Hsa.313,U14394,gene,1,NA,"Human tissue inhibitor of metalloproteinases-3 mRNA, complete cds.                                                                                                                                                                                    ",TIMP3,TIMP metallopeptidase inhibitor 3
Hsa.1552,L31881,gene,1,NA,"Human nuclear factor I-X mRNA, complete cds.                                                                                                                                                                                                         ",NFIX,nuclear factor I X
Hsa.42442,H63354,3' UTR,2a,209278,PROBABLE NUCLEAR ANTIGEN (Pseudorabies virus),NA,NA
Hsa.7348,R44740,3' UTR,2a,33826,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 1 (Xenopus laevis),NA,NA
Hsa.1211,T68098,3' UTR,1,83115,ALPHA-1-ANTICHYMOTRYPSIN PRECURSOR (HUMAN);.,NA,NA
Hsa.229,U04953,gene,1,NA,"Human isoleucyl-tRNA synthetase mRNA, complete cds.                                                                                                                                                                                                   ",IARS1,isoleucyl-tRNA synthetase 1
Hsa.43540,H71122,3' UTR,2a,214653,PROBABLE G PROTEIN-COUPLED RECEPTOR R334 FROM PITUITARY GLAND (Rattus norvegicus),NA,NA
Hsa.2756,X17644,gene,1,NA,Human GST1-Hs mRNA for GTP-binding protein.,GSPT1,G1 to S phase transition 1
Hsa.1787,U23852,gene,1,NA,"Human T-lymphocyte specific protein tyrosine kinase p56lck (lck) abberant mRNA, complete cds.                                                                                                                                                        ",NA,NA
Hsa.1770,U18242,gene,1,NA,"Human calcium modulating cyclophilin ligand (CAMLG) mRNA, complete cds.                                                                                                                                                                              ",CAMLG,calcium modulating ligand
Hsa.3118,M55543,gene,1,NA,INTERFERON-INDUCED GUANYLATE-BINDING PROTEIN 2 (HUMAN);.,GBP2,guanylate binding protein 2
Hsa.25533,R60906,3' UTR,2a,42186,PROBABLE NUCLEAR ANTIGEN (Pseudorabies virus),NA,NA
Hsa.36218,H29895,3' UTR,2a,190321,GUANINE NUCLEOTIDE-BINDING PROTEIN G(T) GAMMA-1 SUBUNIT (Homo sapiens),NA,NA
Hsa.11572,T60437,3' UTR,2a,78555,MITOCHONDRIAL PROCESSING PEPTIDASE BETA SUBUNIT PRECURSOR (Neurospora crassa),NA,NA
Hsa.2448,U07802,gene,1,NA,"Human Tis11d gene, complete cds.                                                                                                                                                                                                                     ",NA,NA
Hsa.1530,J03143,gene,1,NA,INTERFERON-GAMMA RECEPTOR ALPHA CHAIN PRECURSOR (HUMAN);.,IFNGR1,interferon gamma receptor 1
Hsa.2146,U20285,gene,1,NA,"Human Gps1 (GPS1) mRNA, complete cds.                                                                                                                                                                                                                ",GPS1,G protein pathway suppressor 1
Hsa.7705,T90851,3' UTR,2a,112398,ADP-RIBOSYLATION FACTOR-LIKE PROTEIN 4 (Rattus norvegicus),NA,NA
Hsa.2436,H80114,3' UTR,1,233334,"Human nuclear localization sequence receptor hSRP1alpha mRNA, complete cds.                                                                                                                                                                  ",NA,NA
Hsa.694,M61199,gene,1,NA,"Human cleavage signal 1 protein mRNA, complete cds.                                                                                                                                                                                                   ",ITPRID2,ITPR interacting domain containing 2
Hsa.1675,M69296,gene,1,NA,"Human estrogen receptor-related protein (variant ER from breast cancer) mRNA, complete cds.                                                                                                                                                          ",NA,NA
Hsa.827,M18930,gene,1,NA,SERINE PROTEASE HEPSIN (HUMAN);.,HPN,hepsin
Hsa.45210,H85528,3' UTR,2a,221928,RETINOBLASTOMA-LIKE PROTEIN 1 (Homo sapiens),NA,NA
Hsa.37553,H40269,3' UTR,2a,191778,PHOSPHOGLYCERATE KINASE 1 (Homo sapiens),NA,NA
Hsa.816,M37583,gene,1,NA,"Human histone (H2A.Z) mRNA, complete cds.                                                                                                                                                                                                             ",H2AZ1,H2A.Z variant histone 1
Hsa.10967,T57535,3' UTR,1,75367,H.sapiens sds22-like mRNA.,NA,NA
Hsa.23608,H24250,3' UTR,2a,52050,SEVENLESS PROTEIN (Drosophila melanogaster),NA,NA
Hsa.1957,T79616,3' UTR,1,113698,UBIQUINOL-CYTOCHROME C REDUCTASE COMPLEX UBIQUINONE-BINDING (HUMAN);.,NA,NA
Hsa.32319,R70253,3' UTR,2a,155165,GUANINE NUCLEOTIDE DISSOCIATION STIMULATOR RALGDSA (Mus musculus),NA,NA
Hsa.3867,U35116,gene,1,NA,"Human ubiquitin isopeptidase T mRNA, complete cds.                                                                                                                                                                                                   ",USP5,ubiquitin specific peptidase 5
Hsa.12701,T65792,3' UTR,2a,80418,PROTEIN KINASE C-LIKE 2 (Caenorhabditis elegans),NA,NA
Hsa.60,D00762,gene,1,NA,PROTEASOME COMPONENT C8 (HUMAN);.,PSMA3,proteasome 20S subunit alpha 3
Hsa.6910,H04802,3' UTR,2a,43947,"DIHYDROPRYRIDINE-SENSITIVE L-TYPE, SKELETAL MUSCLE CALCIUM CHANNEL GAMMA SUBUNIT (Homo sapiens)                                                                                                                                              ",NA,NA
Hsa.103,D13315,gene,1,NA,LACTOYLGLUTATHIONE LYASE (HUMAN);contains Alu repetitive element;.,GLO1,glyoxalase I
Hsa.103,D13315,gene,1,NA,LACTOYLGLUTATHIONE LYASE (HUMAN);contains Alu repetitive element;.,GLO1,glyoxalase I
Hsa.1171,T71001,3' UTR,1,84082,PROLIFERATION-ASSOCIATED PROTEIN PAG (HUMAN);.,NA,NA
Hsa.22461,R36973,3' UTR,2a,25940,IRON-RESPONSIVE ELEMENT BINDING PROTEIN (Oryctolagus cuniculus),NA,NA
Hsa.23124,R40717,3' UTR,2a,28088,MAJOR SURFACE ANTIGEN PRECURSOR (Hepatitis b virus),NA,NA
Hsa.23124,R40717,3' UTR,2a,28088,MAJOR SURFACE ANTIGEN PRECURSOR (Hepatitis b virus),NA,NA
Hsa.42625,H65355,3' UTR,2a,210399,ANNEXIN II (Homo sapiens),NA,NA
Hsa.2530,X75304,gene,1,NA,H.sapiens giantin mRNA.,GOLGB1,golgin B1
Hsa.2530,X75304,gene,1,NA,H.sapiens giantin mRNA.,GOLGB1,golgin B1
Hsa.1213,M55268,gene,1,NA,"Human casein kinase II alpha' subunit mRNA, complete cds.                                                                                                                                                                                            ",CSNK2A2,casein kinase 2 alpha 2
Hsa.943,M31776,gene,1,NA,"Human brain natriuretic protein (BNP) gene, complete cds.                                                                                                                                                                                             ",NA,NA
Hsa.24868,R46740,3' UTR,2a,36422,TRYPSIN CFT-1 PRECURSOR (Choristoneura fumiferana),NA,NA
Hsa.360,U09414,gene,1,NA,"Human zinc finger protein ZNF137 mRNA, complete cds.                                                                                                                                                                                                  ",ZNF137P,"zinc finger protein 137, pseudogene"
Hsa.974,M37721,gene,1,NA,PEPTIDYL-GLYCINE ALPHA-AMIDATING MONOOXYGENASE PRECURSOR (HUMAN);contains Alu repetitive element;.,PAM,peptidylglycine alpha-amidating monooxygenase
Hsa.10308,R39144,3' UTR,2a,26598,HEAT SHOCK FACTOR PROTEIN 2 (Homo sapiens),NA,NA
Hsa.6030,H72965,3' UTR,2a,213942,26S PROTEASE REGULATORY SUBUNIT 7 (Homo sapiens),NA,NA
Hsa.7203,R96357,3' UTR,2a,197929,POLYADENYLATE-BINDING PROTEIN (Xenopus laevis),NA,NA
Hsa.442,R55310,3' UTR,1,154810,S36390 MITOCHONDRIAL PROCESSING PEPTIDASE ;.,NA,NA
Hsa.2962,T92259,3' UTR,1,118111,PROTEASOME IOTA CHAIN (HUMAN);.,NA,NA
Hsa.40619,H51196,3' UTR,2a,179691,INSULIN RECEPTOR-RELATED RECEPTOR PRECURSOR (Cavia porcellus),NA,NA
Hsa.1994,M93651,gene,1,NA,SET PROTEIN (HUMAN);contains Alu repetitive element;.,SET,SET nuclear proto-oncogene
Hsa.3020,X57830,gene,1,NA,H.sapiens serotonin 5-HT2 receptor mRNA.,HTR2A,5-hydroxytryptamine receptor 2A
Hsa.9190,T47213,3' UTR,2a,74947,APOLIPOPROTEIN B MRNA EDITING PROTEIN (Rattus norvegicus),NA,NA
Hsa.6438,R61324,3' UTR,2a,42469,GALACTOSYLTRANSFERASE ASSOCIATED PROTEIN KINASE P58/GTA (Homo sapiens),NA,NA
Hsa.11854,T62067,3' UTR,2a,85658,COMPLEMENT C3 PRECURSOR (Mus musculus),NA,NA
Hsa.8551,R56443,3' UTR,2a,40981,TRANS-ACTING TRANSCRIPTIONAL PROTEIN ICP0 (Herpes simplex virus),NA,NA
Hsa.3269,X80497,gene,1,NA,H.sapiens PHKLA mRNA.,PHKA2,phosphorylase kinase regulatory subunit alpha 2
Hsa.16443,T83361,3' UTR,2a,116665,GAMMA INTERFERON INDUCED MONOKINE PRECURSOR (Homo sapiens),NA,NA
Hsa.8214,R62549,3' UTR,2a,138906,PUTATIVE SERINE/THREONINE-PROTEIN KINASE B0464.5 IN CHROMOSOME III (Caenorhabditis elegans),NA,NA
Hsa.2183,U20582,gene,1,NA,"Human actin-like peptide mRNA, partial cds.                                                                                                                                                                                                          ",ACTL8,actin like 8
Hsa.3010,Z29677,gene,1,NA,H.sapiens mRNA for ras-related GTP-binding protein.,RHEB,"Ras homolog, mTORC1 binding"
Hsa.2997,X12791,gene,1,NA,Human mRNA for 19kD protein of signal recognition particle (SRP).,SRP19,signal recognition particle 19
Hsa.27341,R46528,3' UTR,2a,152392,TRANS-ACTING TRANSCRIPTIONAL PROTEIN ICP4 (Equine herpesvirus type 1),NA,NA
Hsa.1670,M23419,gene,1,NA,INITIATION FACTOR 5A (HUMAN);contains element PTR5 repetitive element ;.,EIF5A,eukaryotic translation initiation factor 5A
Hsa.1670,M23419,gene,1,NA,INITIATION FACTOR 5A (HUMAN);contains element PTR5 repetitive element ;.,EIF5A,eukaryotic translation initiation factor 5A
Hsa.8040,T96873,3' UTR,2a,121343,HYPOTHETICAL PROTEIN IN TRPE 3'REGION (Spirochaeta aurantia),NA,NA
Hsa.36649,U28049,gene,1,NA,"Human TBX2 (TXB2) mRNA, complete cds.                                                                                                                                                                                                               ",TBX2,T-box transcription factor 2
Hsa.2339,X00588,gene,1,NA,Human mRNA for precursor of epidermal growth factor receptor.,EGFR,epidermal growth factor receptor
Hsa.2922,X69910,gene,1,NA,H.sapiens p63 mRNA for transmembrane protein.,CKAP4,cytoskeleton associated protein 4
Hsa.8175,H49870,3' UTR,2a,178915,MAD PROTEIN (Homo sapiens),NA,NA
Hsa.119,D14661,gene,1,NA,"Human mRNA for ORF, complete cds.                                                                                                                                                                                                                     ",WTAP,WT1 associated protein
Hsa.7499,R56207,3' UTR,2a,40639,SODIUM CHANNEL PROTEIN PARA (Drosophila melanogaster),NA,NA
Hsa.22347,R19361,3' UTR,2a,129885,INSULIN-INDUCED GROWTH RESPONSE PROTEIN CL-6 (Rattus norvegicus),NA,NA
Hsa.399,U29175,gene,1,NA,"Human estrogen receptor (BRG1) mRNA, complete cds.                                                                                                                                                                                                    ",SMARCA4,SWI/SNF related BAF chromatin remodeling complex subunit ATPase 4
Hsa.290,U03090,gene,1,NA,"Human Ca2+-dependent phospholipase A2 mRNA, complete cds.                                                                                                                                                                                             ",PLA2G5,phospholipase A2 group V
Hsa.2956,T79473,3' UTR,1,114097,PROTEIN PHOSPHATASE PP-X (HUMAN);.,NA,NA
